"House Number","Street Name","count"
"N","W 236th St","1"
"","S/S LIBERTY ST","1"
"173-24","CROYDON ROAD","1"
"","L/S E 220 ST","1"
"209-87","Whitehall Ter","1"
"686","E 220 ST","1"
"23-67","36th St","1"
"342","74th St","1"
"525","Ridgewood Ave","1"
"97","Euclid Ave","1"
"128","State St","1"
"1501","Sheepshead Bay Rd","1"
"16","E 64th St","1"
"217","Westervelt Ave","1"
"730","Kelly St","1"
"2245","84th St","1"
"70","Holland Ave","1"
"69-25","68th St","1"
"69-13","67th Pl","1"
"115","1st Pl","1"
"115","Sanford St","1"
"2725","Creston Ave","1"
"20","E 20th St","1"
"795","E 34th St","1"
"1113","Oceanview Ave","1"
"1109","Rutland Rd","1"
"417","Utica Ave","1"
"97-23","120th St","1"
"510-512","W 184th St","1"
"437","42nd St","1"
"209","Madison Ave","1"
"168-36","Highland Ave","1"
"42","E 4th St","1"
"9605","Church Ave","1"
"90-27","52nd Ave","1"
"111","Horton St","1"
"31-10","82nd St","1"
"156","Benson Ave","1"
"2416","E 26th St","1"
"29-02","23rd Ave","1"
"81-42","102nd Ave","1"
"965","Home St","1"
"83-05","101st Ave","1"
"88-09","NORTHERN BLVD","1"
"2036","W 6th St","1"
"39-23","103rd St","1"
"690","GERARD AVE","1"
"733","E 93rd St","1"
"337","DITMAS AVE","1"
"3913","Hill Ave","1"
"661","E 234th St","1"
"772","Blake Ave","1"
"840","18 AVENUE","1"
"192-06","Crocheron Ave","1"
"1661","LINDEN BLVD","1"
"275","7TH AVE","1"
"410","MADISON AVE","1"
"9314","3 AVE","1"
"211","BEACH 116TH STREET","1"
"145-60","3 AVE","1"
"2257","UNIVERSITY AVE","1"
"31","E TREMONT AVE","1"
"2064","Pacific St","1"
"7124","3rd Ave","1"
"690","FLATBUSH AVE","1"
"21","PAERDEGAT 7 ST","1"
"3633","Olinville Ave","1"
"1205","8th Ave","1"
"900","COOP CITY BLVD","1"
"1821","83rd St","1"
"139","WEST 91 ST","1"
"3800","BLACKSTONE AVE","1"
"2822","CORTELYOU RD","1"
"325","E 118 ST","1"
"545","W 187 ST","1"
"115-16","84 AVENUE","1"
"5749","RUST STREET","1"
"4273","Richmond Ave","1"
"32-74","37th St","1"
"2067","38th St","1"
"165","Edgecombe Ave","1"
"324","ALBANY ST","1"
"875","3RD AV","1"
"","S/O 4224 17TH AVE","1"
"3253","HULL AVE","1"
"97-10","34 AVENUE","1"
"","N/B E 52 ST","1"
"336","E 126 ST","1"
"7146","71st St","1"
"330","Parkville Ave","1"
"1959","Coney Island Ave","1"
"90-41","57th Ave","1"
"44-53","64th St","1"
"1121","Bergen St","1"
"212","E 19th St","1"
"27-10","99th St","1"
"13509","83rd Ave","1"
"30-06","36th St","1"
"W","W 2nd Pl","1"
"118","16th St","1"
"1407","W 7th St","1"
"1295","Fulton St","1"
"467","Rutland Rd","1"
"162","Mac Kenzie St","1"
"515","Coney Island Ave","1"
"203","Varet St","1"
"69","Anderson St","1"
"398","Rockaway Pky","1"
"571","Carroll St","1"
"580","Bay Ridge Pky","1"
"155","North Burgher Ave","1"
"5201","Avenue M","1"
"234","E 72nd St","1"
"1251","New York Ave","1"
"9117","107th St","1"
"34-11","58th St","1"
"384","E 31st St","1"
"1390","Eastern Pky","1"
"104-10","121st St","1"
"452","City Island Ave","1"
"550","94th St","1"
"810","Bay Ridge Ave","1"
"31-12","41st St","1"
"601","Wadsworth Ter","1"
"246","Greene Ave","1"
"64-19","Central Ave","1"
"21","Leroy St","1"
"79-27","68th Ave","1"
"317","87th St","1"
"173","15th St","1"
"608","LOGAN AVE","1"
"1100","2ND AVENUE","1"
"31","W 84 ST","1"
"1806","ARCHER ST","1"
"203","3rd Ave","1"
"9214","Avenue B","1"
"224","Highland Pl","1"
"106","KELVIN AVE","1"
"4239","PARK AVE","1"
"2400","Hoffman St","1"
"1922","Sagamore St","1"
"760","E TREMONT AVE","1"
"5401","GLENWOOD RD","1"
"2437","Broadway","1"
"426","ELK DR","1"
"1219","Bronx River Ave","1"
"7220","3RD AVE","1"
"80-60","161 ST","1"
"235","48 ST","1"
"563","WILSON ST","1"
"421","8 AVE","1"
"1953","53 ST","1"
"3457","Kingsland Ave","1"
"6807","7th Ave","1"
"3962","Laconia Ave","1"
"W","Robinson Ave","1"
"84-38","GOLDINGTON CT","1"
"1673","BROOKLYN AVE","1"
"7","BRYANT PARK","1"
"144-16","35 AVENUE","1"
"74-03","71 AVE","1"
"45-32","162nd St","1"
"979","E 79th St","1"
"1005","Mace Ave","1"
"9747","Shore Rd","1"
"2120","W 110th St","1"
"30-60","36th St","1"
"2528","Frederick Douglass B","1"
"962","Franklin Ave","1"
"437","Ovington Ave","1"
"","F/O 1775 WEEKS AVE","1"
"","E ONE FORDHAM PLAZA","1"
"80","OCEAN AVE","1"
"84-07","85 AVENUE","1"
"45-25","Bowne St","1"
"N","153rd Ave","1"
"","S/S 128TH ST","1"
"414","Columbia St","1"
"1118","Barnes Ave","1"
"24-49","27th St","1"
"3186","University Ave","1"
"10146","130th St","1"
"11909","Atlantic Ave","1"
"92-27","161st St","1"
"25916","87th Ave","1"
"231-35","Merrick Blvd","1"
"2827","W 22nd St","1"
"58-10","136th St","1"
"108-23","154th St","1"
"5112","Tilden Ave","1"
"5613","5th Ave","1"
"179-23","134th Ave","1"
"2195","E 22nd St","1"
"367","Kingsland Ave","1"
"94","Brabant St","1"
"2960","Ocean Ave","1"
"83","Riverdale Ave","1"
"163","Dean St","1"
"13612","68th Dr","1"
"31-66","82nd St","1"
"3626","Grand Concourse","1"
"1621","Park Pl","1"
"20-30","Palmetto St","1"
"46-04","108th St","1"
"S","Continental Ave","1"
"1045","55th St","1"
"414","DEAN ST","1"
"W","Avenue M","1"
"450","E 28TH STREET","1"
"1448","E 100th St","1"
"937","8 AVENUE","1"
"929","E 222 ST","1"
"674","E 93rd St","1"
"1456","KNAPP ST","1"
"367","BROADWAY","1"
"400","WEST 43 STREET","1"
"1334","3RD AVE","1"
"519","8 AVE","1"
"656","9 AVE","1"
"9424","AVE K","1"
"585","MESROLE ST","1"
"50","WEST 225 ST","1"
"25-75","STEINWAY ST","1"
"104-50","211 ST","1"
"752","FLATBUSH AVE","1"
"1721","GRAND AVE","1"
"2420","SESGWICK AVE","1"
"22-02","STEINWAY ST","1"
"3945","Laconia Ave","1"
"108","India St","1"
"56","Newel St","1"
"573","90th St","1"
"71-2","69 PL","1"
"1201","SOUTHERN BOULEVARD","1"
"71-55","164th St","1"
"141-49","84th Dr","1"
"16-56","BELL BLVD","1"
"216-16","JAMAICA AVE","1"
"55-76","56 ST","1"
"110-22","67th Rd","1"
"450","Laguardia Pl","1"
"530","W 207","1"
"94-76","ALSTYNE AVE","1"
"W","Bogota St","1"
"5912","Putnam Ave","1"
"728W","W 181st St","1"
"","E/O 6 AVENUE","1"
"","I/O 91 AVE","1"
"43-15","54TH AVE","1"
"","W/S BARNWELL AVE","1"
"502","AMSTERDAM AVE","1"
"1625","Lurting Ave","1"
"","MARAGRET CORBIN CIRC","1"
"579","MAIN ST RI","1"
"1789","Madison Ave","1"
"689","Essex St","1"
"422","Brighton Beach Ave","1"
"88-16","162nd St","1"
"78-02","45th Ave","1"
"1659","W 10th St","1"
"16-33","Cornelia St","1"
"1068","Castleton Ave","1"
"6713","8th Ave","1"
"811","68th St","1"
"332","Myrtle Ave","1"
"160","Newton St","1"
"928","Utica Ave","1"
"83","Greenpoint Ave","1"
"2281","Southern Blvd","1"
"254","15th St","1"
"35","Cornelia St","1"
"1616","W 3rd St","1"
"1149","Brooklyn Ave","1"
"41","Woodbine St","1"
"213","E 110th St","1"
"332","Clove Rd","1"
"338","Jefferson Ave","1"
"8746","26th Ave","1"
"160","Pearl St","1"
"69","Barker St","1"
"179","Maple St","1"
"128","Eltingville Blvd","1"
"623","Taylor Ave","1"
"28-50","36th St","1"
"4","Fort Washington Ave","1"
"324","E 73rd St","1"
"85-28","125th St","1"
"205","Chester St","1"
"34","W Kingsbridge Rd","1"
"119-02","147th St","1"
"110","AVE C","1"
"814","DITMAS AVE","1"
"141","DWIGHT ST","1"
"153-39","HILLSIDE AVE","1"
"1221","BOWERY STREET","1"
"616","8TH AVE","1"
"2512","CRUGER AVENUE","1"
"1129","50TH ST","1"
"140","6 AVE","1"
"1303","Dean St","1"
"1017","84th St","1"
"194","ESSEX DR","1"
"201","PORT RICHMOND AVE","1"
"1323","DITMAS AVE","1"
"4912","4TH AVE","1"
"48","W 46 ST","1"
"89-10","86 ST","1"
"523","BROADWAY","1"
"807 A","BANK STREET","1"
"2771","DECATUR AVE","1"
"226","W 37 ST","1"
"91","NOBLE STREET","1"
"1268","E 14 ST","1"
"253","WEST 125 STREET","1"
"38-20","BOWNE ST","1"
"145-117","GUY R BREWER BLVD","1"
"199-02","150 AVENUE","1"
"1920","19 LANE","1"
"8269","Broadway","1"
"13002","160th St","1"
"","I/O TYSENS","1"
"","E 196 ST","1"
"21","WEST 34 STREET","1"
"60","ST NICHOLAS AVENUE","1"
"","N/O 49TH ST","1"
"1166","Eastern Pky","1"
"22-05","38th St","1"
"466","E 134th St","1"
"70-87","Park Dr","1"
"21-15","38th Ave","1"
"41-11","67th St","1"
"79","Waverly Ave","1"
"N","Fordham St","1"
"112","Bay 35th St","1"
"882","E 14th St","1"
"35","Stuyvesant Ave","1"
"1696","Canarsie Rd","1"
"856","E 15th St","1"
"73-07","Myrtle Ave","1"
"70-22","68th St","1"
"481","Dean St","1"
"91-19","191st St","1"
"456","Argyle Rd","1"
"38","Paerdegat 12th St","1"
"1223","Bronx River Ave","1"
"N","Wheeler Ave","1"
"678","MacDonough St","1"
"95","72nd St","1"
"340","W 18th St","1"
"84-74","160th St","1"
"62","Clifton Ave","1"
"708","8th Ave","1"
"2361","86th St","1"
"239","Bay 34th St","1"
"69-21","Kissena Blvd","1"
"2536","Beverley Rd","1"
"523","Blake Ave","1"
"158","Eldert Ln","1"
"3018","Wilson Ave","1"
"2485","65th St","1"
"898","E 34th St","1"
"99-55","65th Rd","1"
"116-53","142nd St","1"
"103-76","103rd St","1"
"173-52","Croydon Rd","1"
"N","Logan Ave","1"
"425","E 50 ST","1"
"3815","9TH","1"
"2","BROADWAY","1"
"1059","Shore Pky","1"
"220","E 22 ST","1"
"1725","RANDALL AVE","1"
"680","8 AVE","1"
"163","Arlington Ave","1"
"307","6TH AVE","1"
"316","12TH ST","1"
"309","E 111th St","1"
"174","3RD AVE","1"
"13","STATE RD","1"
"80","W 167th St","1"
"4","PENNSYLVANIA PLAZA","1"
"1287","SHORE PARKWAY","1"
"64-01","60 PLACE","1"
"771","49TH ST","1"
"7055","CRESTON AVE","1"
"345","City Island Ave","1"
"38-21","27 ST","1"
"1354","WEST 7 ST","1"
"333","W 51TH ST","1"
"598","8TH AVENUE","1"
"26-01","Broadway","1"
"2321","E 18th St","1"
"1837","DITMARS BLVD","1"
"1400","152 AVE","1"
"2465","Frederick Douglass B","1"
"737","E 228TH STREET","1"
"90","PARK AVE","1"
"","N/E W 225 ST","1"
"1240","SENECA AVE","1"
"","FORT WASHINGTON PK","1"
"6620","16th Ave","1"
"1618","W 6th St","1"
"1037","E 14th St","1"
"1011","Avenue Z","1"
"1139","E 19th St","1"
"45-12","43rd Ave","1"
"1519","E 13th St","1"
"37-50","102nd St","1"
"1295","President St","1"
"300","E 50th St","1"
"1577","E New York Ave","1"
"77","Nevins St","1"
"19-51","76th St","1"
"104-59","47th Ave","1"
"235","Avenue P","1"
"32-66","35th St","1"
"144","E 4th St","1"
"34","Horatio St","1"
"189","Continental Pl","1"
"1447","E 13th St","1"
"378","Troutman St","1"
"8411","14th Ave","1"
"65-08","Austin St","1"
"5536","Metropolitan Ave","1"
"7813","14th Ave","1"
"3315","Rochambeau Ave","1"
"1925","BURKE AVE","1"
"3908","BROADWAY","1"
"43","BRUCKNER BOULEVARD","1"
"140-46","QUEENS BLVD","1"
"323","3 AVE","1"
"51","COTTONWOOD CT","1"
"48","COTTONWOOD CT","1"
"333","6 AVENUE","1"
"3250","SEYMOUR AVE","1"
"3480","JEROME","1"
"9517","AVENUE W","1"
"86-06","86 ST","1"
"504","3RD AVE","1"
"2250","Brigham St","1"
"828","2ND AVE","1"
"2","W 46 ST","1"
"41","BRUCKNER BLVD","1"
"32-05","Leavitt St","1"
"170","Parkside Ave","1"
"265","43RD ST","1"
"2435","86 ST","1"
"5407","5TH AVENUE","1"
"2354","Ocean Pky","1"
"3208","OLLINVILLE AVE","1"
"164-14","JAMIACA AVE","1"
"145-19","120 AVE","1"
"155-11","108 AVE","1"
"27","Prospect Park West","1"
"5210","BROADWAY","1"
"67-29","Central Ave","1"
"6000","W 218 ST","1"
"190","8TH AVE","1"
"N","Debs Pl","1"
"33-17","72nd St","1"
"6446","Cooper Ave","1"
"2115","Virgil Pl","1"
"","N/S W 52ND ST","1"
"","S/W MORRIS AVE","1"
"100-05","32 AVE","1"
"44-08","76 ST","1"
"","NORTH MOORE","1"
"255-48","149th Ave","1"
"3075","Boston Rd","1"
"42-54","81st St","1"
"13","Lorimer St","1"
"158","Sandalwood Dr","1"
"4615","6th Ave","1"
"41-11C","30th Ave","1"
"24","Humboldt St","1"
"229","Devoe St","1"
"1227","Fulton St","1"
"128","W Fordham Rd","1"
"9912","Fort Hamilton Pkwy","1"
"2904","W 25th St","1"
"10-58","Gipson St","1"
"526","Wilson Ave","1"
"26","Hill St","1"
"137","Avenue O","1"
"1035","Hegeman Ave","1"
"103","Woodbine St","1"
"286","E 93rd St","1"
"39-43","65th St","1"
"317","W 104th St","1"
"1016","E 86th St","1"
"69-80","137th St","1"
"7910","23rd Ave","1"
"1230","38th St","1"
"674","58th St","1"
"342","W 22nd St","1"
"36-20","32nd St","1"
"1726","46th St","1"
"104-29","37th Dr","1"
"21","Allen St","1"
"20-05","38th St","1"
"181","E Gun Hill Rd","1"
"313","WEST 114TH STREET","1"
"139","WEST BROADWAY","1"
"2070","JEROME AVENUE","1"
"7204","NARROWS AVE","1"
"8424","3 AVE","1"
"241","WEST 36 STREET","1"
"1055","ROSEDALE AVENUE","1"
"12001","MCGRAW AVENUE","1"
"231","BRIGHTONWATER CT","1"
"12","COBEK COURT","1"
"807","AVE U","1"
"655","E 94th St","1"
"1624","KINGS HWY","1"
"290","9TH AVE","1"
"902","4TH AVE","1"
"1590","Jerome Ave","1"
"241","WEST 23 ST","1"
"18","CORNELIA ST","1"
"172-02","93 AVE","1"
"1341","ELLISON AVE","1"
"828","8 AVE","1"
"888","6 AVE","1"
"530","7 AVE","1"
"2425","NOSTRAND AVE","1"
"222","LAFAYETTE ST","1"
"5314","6TH AVENUE","1"
"1747","53 STREET","1"
"65","EAST 99 ST","1"
"250","W 39TH ST","1"
"1406","CROTONA PARK EAST","1"
"106-13","155 ST","1"
"297","PLEASANT AVE","1"
"112","DUANE STREET","1"
"19","GREENE STREET","1"
"6219","KAPPOCK ST","1"
"249","W 138 STREET","1"
"1395","6TH AVE","1"
"537","Dyckman St","1"
"1709","WEST 8 ST","1"
"147-32","JAMAICA AVE","1"
"200","E 123rd St","1"
"5518","5th Ave","1"
"39-08","112th St","1"
"1461","1ST AVE","1"
"60-76","67 AVE","1"
"","S/E/C/O GILDERSLEEVE","1"
"131","42nd St","1"
"25","E Kingsbridge Rd","1"
"93-30","170th St","1"
"128","Kenilworth Pl","1"
"43-08","68th St","1"
"98-22","63rd St","1"
"21-03","73rd St","1"
"5414","7th Ave","1"
"149-47","Coolidge Ave","1"
"22-44","36th St","1"
"1607","E 16th St","1"
"2131","Bryant Ave","1"
"84-57","128th St","1"
"148","Ellery St","1"
"600","Lafayette Ave","1"
"311","Eastern Pky","1"
"100","N Henry St","1"
"88-48","Francis Lewis Blvd","1"
"259","48th St","1"
"104-03","Metropolitan Ave","1"
"35","Ronald Ave","1"
"706","E 4th St","1"
"107-05","120th St","1"
"365","State St","1"
"87","Division Ave","1"
"316","Throop Ave","1"
"1595","Guerlain St","1"
"96","85 ST","1"
"2546","8TH AVE","1"
"3","SICKLES ST","1"
"224","89th St","1"
"2592","BROADWAY","1"
"1813","WESTCHESTER AVE","1"
"5215","AVE T","1"
"3057","SEDGWICK AVE","1"
"698","NUGENT AVE","1"
"211","22nd St","1"
"1035","E 216th St","1"
"615","OCEAN AVENUE","1"
"86-73","77 ST","1"
"93-03","107 ST","1"
"546","W 44","1"
"2170","E 17th St","1"
"1032","1ST AVE","1"
"5320","54TH ST","1"
"313","E 204 ST","1"
"37-09","BROADWAY","1"
"38-13","52 ST","1"
"98-19","64 AVE","1"
"38-01","ASTORIA BLVD","1"
"35","PAERDEGAT 7 ST","1"
"224","8TH AVE","1"
"562","AMSTERDAM AVE","1"
"1217","Avenue J","1"
"50","RIVERSIDE PARK","1"
"1104","WESTCHESTER AVENUE","1"
"146-17","FARMERS BLVD","1"
"171","E 122 ST","1"
"342","W 37 STREET","1"
"139","Steinway Ave","1"
"37-19","Warren St","1"
"64A","E 86th St","1"
"611","E 180th St","1"
"10903","103rd Ave","1"
"133","Prospect Pl","1"
"867","E 95 STREET","1"
"693","Ralph Ave","1"
"151","W 46TH ST","1"
"","W/S WOODHAVEN BLVD","1"
"9","CARBIN PLACE","1"
"228","Bruckner Ave","1"
"1154","Rosedale Ave","1"
"4804","Avenue N","1"
"89-19","139th St","1"
"N","Elwood Pl","1"
"66","Livermore Ave","1"
"1058","E 26th St","1"
"1688","64th St","1"
"16416","Northern Blvd","1"
"1109","76th St","1"
"35-19","162nd St","1"
"79","W 15th St","1"
"244","15th St","1"
"7304","14th Ave","1"
"1749","E 7th St","1"
"1550","Westchester Ave","1"
"446","Union Ave","1"
"88","Milton St","1"
"46","Seaver Ave","1"
"749","Remsen Ave","1"
"1455","E 17th St","1"
"1455","3rd Ave","1"
"100","Lexington Ave","1"
"107C","W 37th St","1"
"41-14","31st Ave","1"
"543","Bedford Ave","1"
"7425","New Utrecht Ave","1"
"3436","Jerome Ave","1"
"1637","George St","1"
"87-22","143rd St","1"
"6829","79th St","1"
"1467","Outlook Ave","1"
"60","BROAD ST","1"
"225","W 36 ST","1"
"5300","CONEY IS AVE","1"
"207","E 84 ST","1"
"508","9TH AVE","1"
"1935","MCGRAW AVE","1"
"31","ELDRIDGE STREET","1"
"845","LONGFELLOW AVE","1"
"1510","E 49th St","1"
"1068","56 STREET","1"
"214","E 168th St","1"
"507","E 7TH ST","1"
"1151","E 39 ST","1"
"308","12TH ST","1"
"1295","3RD AVE","1"
"176","BATTERY AVE","1"
"2745","E Tremont Ave","1"
"1033","6 AVE","1"
"10013","FOSTER AVENUE","1"
"278","43RD ST","1"
"328","DEAN STREET","1"
"1469","JESUP AVE","1"
"3250","WEBSTER AVE","1"
"147-17","Jamaica Ave","1"
"330","Manida St","1"
"31-20","41 STREET","1"
"341","E 138 ST","1"
"327","E 92 ST","1"
"6364","84th Pl","1"
"450","9th St","1"
"66","Barrow St","1"
"86","E 88 ST","1"
"1776","W 6th St","1"
"","N/W/C/O E 41 ST","1"
"1738","Amethyst St","1"
"","S/E C/O SURF AVE","1"
"","W 120","1"
"","69TH STREET","1"
"144","W 72ND ST","1"
"149-32","258th St","1"
"507","W 42nd St","1"
"85","78th St","1"
"566","9th St","1"
"3073","Brighton 3rd St","1"
"200-18","32nd Ave","1"
"46","Dubois Ave","1"
"45-19","49th St","1"
"363","Pacific St","1"
"1017","W 38th St","1"
"1111","E 28th St","1"
"2821","Kings Hwy","1"
"112","Suffolk St","1"
"366","Kings Hwy","1"
"71-59","163rd St","1"
"5","McDonough Ave","1"
"146","Skillman Ave","1"
"235","Troutman St","1"
"150-37","77th Ave","1"
"569","Louisiana Ave","1"
"261","Powell St","1"
"273","Troy Ave","1"
"1045","Longfellow Ave","1"
"451","Avenue U","1"
"1114","E 13th St","1"
"92-44","175th St","1"
"138-12","106th Ave","1"
"124-12","Jamaica Ave","1"
"352","E 22nd St","1"
"201","Bush St","1"
"623","Clinton St","1"
"1526","Cortelyou Rd","1"
"39-28","28th St","1"
"121-17","Audley St","1"
"985","Summit Ave","1"
"333","EAST 30TH STREET","1"
"333","PEARL ST","1"
"2137","73rd St","1"
"1239","86 ST","1"
"8504","18TH AVENUE","1"
"2259","86 ST","1"
"1565","St Marks Ave","1"
"33","W 58TH STREET","1"
"630","3RD AVE","1"
"290","KINGS HIGHWAY","1"
"60","E 42 ST","1"
"1751","UNIVERSITY AVE","1"
"2062","Newbold Ave","1"
"665","Westminster Rd","1"
"27","BARCLAY ST","1"
"618","BRIGHTON BEACH AVE","1"
"764","Crown St","1"
"903","8 AVE","1"
"2575","SEDGWICK AVENUE","1"
"1870","HOBART AVENUE","1"
"1290","1ST AVE","1"
"328","E 3 ST","1"
"10","E 53RD ST","1"
"940","5TH AVE","1"
"105-14","ASTORIA BLVD","1"
"16","W 46TH ST","1"
"1741","53 STREET","1"
"55-39","96 ST","1"
"1853","Prospect Pl","1"
"416","3TH AVE","1"
"5924","5th Ave","1"
"416","CUMBERLAND ST","1"
"190-11","HILLSIDE AVE","1"
"365","52 STREET","1"
"64-35","ADMIRAL AVENUE","1"
"1830","1 AVENUE","1"
"2462","W 2nd St","1"
"5806","8 AVENUE","1"
"4807","FOSTER AVE","1"
"2130","EAST 21 ST","1"
"12749","FLATLANDS AVE","1"
"33","W 55th St","1"
"56-46","135th St","1"
"E","130th Ave","1"
"","WILLOWBROOK RD","1"
"","C/O 78 STREET","1"
"","I/O 102 AVE","1"
"","S/S E 54TH ST","1"
"1116","HOE AVE","1"
"","N/S LACOMBE AVE","1"
"1820","AVENUE N","1"
"8814","Bay Pky","1"
"226","109th St","1"
"86","Arnold St","1"
"138-17","Jamaica Ave","1"
"4607","18th Ave","1"
"167","Irving Ave","1"
"93-44","Austin St","1"
"72-24","37th Ave","1"
"100-04","Spruce St.","1"
"3131","Bedford Ave","1"
"35-03","101st St","1"
"84-20","Smedley St","1"
"510","New Dorp Ln","1"
"426","Linden Blvd","1"
"65-05","161st St","1"
"34-23","103rd St","1"
"17","Woodbine St","1"
"314","13th St","1"
"159-11","84th Dr","1"
"463","Hegeman Ave","1"
"1412","Avenue Z","1"
"523","E 86th St","1"
"163","Kensington St","1"
"1003","E 86th St","1"
"622","52nd St","1"
"531","W 162nd St","1"
"451","Dahill Rd","1"
"137-21","83rd Ave","1"
"16-63","Cody Ave","1"
"1660","Coleman St","1"
"153","Tompkins Ave","1"
"101-68","132nd St","1"
"2256","E 19th St","1"
"441","LEXINGTON AVENUE","1"
"204","Ryder Ave","1"
"142","E 29 ST","1"
"1534","St Marks Ave","1"
"320","E 54TH STREET","1"
"245","BAY 40 ST","1"
"6301","18 AVE","1"
"82","SANDALWOOD DR","1"
"45","E 25 ST","1"
"899","34th St","1"
"1012","E 225th St","1"
"38","MULBERRY STREET","1"
"4106","18TH AVE","1"
"3230","JEROME AVENUE","1"
"50","E FORDHAM RD","1"
"361","7 AVE","1"
"1470","BRUCKNERS BLVD","1"
"6","WEST 4TH ST","1"
"286","MADISON AVE","1"
"125","E 47 ST","1"
"1904","Loring Pl","1"
"999","E 46th St","1"
"7","E 47 ST","1"
"401","2ND AVE","1"
"458","W 49TH ST","1"
"697","MCDONALD AVE","1"
"1307","E 222nd St","1"
"1416","DEKALB AVE","1"
"233","FRONT ST","1"
"57-32","HOFFMAN DR","1"
"861","E 9th St","1"
"717","REVERE AVE","1"
"N","O Brien Pl","1"
"12-17","31 AVE","1"
"210","E 39 ST","1"
"79-19","31 AVE","1"
"5","Woodside Ave","1"
"77-06","45 AVENUE","1"
"171","EAST 88 ST","1"
"758","RIVERSIDE DR","1"
"305","CORLEAR AVENUE","1"
"353","Flatbush Ave","1"
"285","Neptune Ave","1"
"200","CORLEAR PL","1"
"222","WEST BROADWAY","1"
"527","W 28th St","1"
"525","DEKALB AVE","1"
"","N/S E 54 ST","1"
"2071","WALTON","1"
"","E/S LACONIA AVE","1"
"61","Diamond St","1"
"87-11","Justice Ave","1"
"E","Sobel Ct","1"
"66","Confederation Pl","1"
"6212","8th Ave","1"
"86-08","Edgerton Blvd","1"
"103","Garfield Pl","1"
"514","Louisiana Ave","1"
"84-49","164th St","1"
"28-09","Seagirt Blvd","1"
"89-20","121st St","1"
"2855","W 17th St","1"
"251","Senator St","1"
"1113","Liberty Ave","1"
"124-16","23rd Ave","1"
"8032","Grenfell St","1"
"104","Cortelyou Rd","1"
"86-80","76th St","1"
"254","Wallabout St","1"
"517","W 184th St","1"
"2213","W 6th St","1"
"766","E 230th St","1"
"2754","Tenbroeck Ave","1"
"104","Bergen St","1"
"23-39","33rd St","1"
"1758","45th St","1"
"6031","Maspeth Ave","1"
"1706","BARTOW AVE","1"
"3225","STEINWAY ST","1"
"1035","E 42nd St","1"
"1696","EAST 53 ST","1"
"923","E 222 ST","1"
"860","3RD AVE","1"
"1271","6TH AVENUE","1"
"3796","Bronx Blvd","1"
"1068","Coney Island Ave","1"
"207","W 36 STR","1"
"520","67TH ST","1"
"756","Crown St","1"
"400","22ND AVE","1"
"129","W 48 ST","1"
"224","W 23 ST","1"
"517","W 48TH ST","1"
"2028","GRAND CONCOURSE","1"
"100","WEST 18 ST","1"
"1828","Cedar Ave","1"
"4063","Grace Ave","1"
"1705","BRYANT AVE","1"
"59-28","159 ST","1"
"24-10","28 ST","1"
"3848","BAILEY AVE","1"
"1200","FLATBUSH AVE","1"
"679","St Johns Pl","1"
"71-18","MYRTLE AVE","1"
"32-17","STEINWAY ST","1"
"2446","E 2nd St","1"
"588","Prospect Ave","1"
"4013","SNYDER AVENUE","1"
"35-53","STEINWAY","1"
"3240","Reservoir Oval","1"
"169","Crosby St","1"
"129","E 4th St","1"
"","S/S W 52ND ST","1"
"8404","14th Ave","1"
"","WEST 100TH ST","1"
"","W/O E 99 ST","1"
"2127","74th St","1"
"353","Troy Ave","1"
"189","E Broadway","1"
"5912","Fort Hamilton Pkwy","1"
"25-17","34th Ave","1"
"3357","Fenton Ave","1"
"242","12th St","1"
"88-01","Sutter Ave","1"
"212","Mother Gaston Blvd","1"
"2118","Bay Ridge Pky","1"
"166-26A","137th Ave","1"
"854","Rossville Ave","1"
"84-10","89th Ave","1"
"225","Beach 137th St","1"
"1307","Pugsley Ave","1"
"466","Riverdale Ave","1"
"155","W 145th St","1"
"172","Windsor Pl","1"
"69","Water St","1"
"1036","Lafayette Ave","1"
"22-61","33rd St","1"
"118-20","Farmers Blvd","1"
"88-35","Elmhurst Ave","1"
"31","Bank St","1"
"13639","219th St","1"
"1214","Boynton Ave","1"
"272","NICHOLAS AVE","1"
"406","8 AVE","1"
"1594","UNIONPORT RD","1"
"8413","18TH AVENUE","1"
"2318","EAST 7 ST","1"
"1149","50TH ST","1"
"34","COTTONWOOD CT","1"
"435","NOSTRAND AVE","1"
"33448","RICHMOND TERR","1"
"941","JEROME AVE","1"
"139","Neptune Ave","1"
"241","AVENUE Z","1"
"7020","FT HAMILTON PKWY","1"
"92-02","242 ST","1"
"204","E 25TH ST","1"
"1550","JEROME AVE","1"
"100","E 58TH STREET","1"
"2070","64 ST","1"
"3010","Avenue J","1"
"200","W 41 STREET","1"
"33-29","ASTORIA BLVD N","1"
"93-15","LAMONT AVE","1"
"529","E 137th St","1"
"82-38","218 STREET","1"
"2255","GRAND CONCOURSE","1"
"7811","18TH AVE","1"
"599","CARROLL STREET","1"
"116-09","METROPOLITAN AVE","1"
"597","E 138 ST","1"
"2072","WALTON AVE","1"
"740","BARRY STREET","1"
"12","Earhart Ln","1"
"52-35","ROBINSON STREET","1"
"7228","CALDWELL AVE","1"
"130-59","Queens Blvd","1"
"87-28","108th St","1"
"72-14","69th St","1"
"119-15","Linden Blvd","1"
"875","Metropolitan Ave","1"
"67","SHERMAN AVE","1"
"10","HORATIO ST","1"
